booking_id,flight_id,booking_date,status,seat_number,passenger_key,flight_schedule_key,airline,route,duration_minutes,has_anomaly,flight_match_status,amount,payment_method,payment_status
B1200,UK177,2025-09-17 11:37:36,CONFIRMED,16B,fbe7cdce66f0435c42c01799fd038f771eaf5e4f9865a7da6204af7ae3397d48,fab68d82bc5167e7f27d,Vistara,DEL - HYD,269,False,Matched,10067.38,NETBANKING,Recorded
B1200,UK177,2025-09-17 11:37:36,CONFIRMED,16B,fbe7cdce66f0435c42c01799fd038f771eaf5e4f9865a7da6204af7ae3397d48,fab68d82bc5167e7f27d,Vistara,DEL - HYD,269,False,Matched,14034.27,CARD,Recorded
B1200,UK177,2025-09-17 11:37:36,CONFIRMED,16B,fbe7cdce66f0435c42c01799fd038f771eaf5e4f9865a7da6204af7ae3397d48,fab68d82bc5167e7f27d,Vistara,DEL - HYD,269,False,Matched,6711.92,NETBANKING,Recorded
B1201,UK206,2026-02-01 11:37:36,CANCELLED,3A,0b1a54adf9faf638bd96fa05d400b426d80b31ea238fa48efe16835f6062c6eb,fbdb23a0238539bf5df0,Vistara,MAA - BLR,273,False,Matched,7338.75,CARD,Recorded
B1202,UK079,2025-04-29 11:37:36,CANCELLED,29C,d9c35eba0e8e5319ee72bafe2c37c8a0d99c25cfcb9ab91aaf468549f22d2026,f2f0fb84632620d51b87,Vistara,DEL - BLR,231,False,Matched,1973.12,UPI,Recorded
B1203,UK040,2025-06-21 11:37:36,CONFIRMED,3B,04ef46cd73cc898838317c07f5afd736fb3581dadb5067796bb7b40770d87f5e,03cd514086f9be83aeb5,Vistara,HYD - CCU,77,False,Matched,12774.63,NETBANKING,Recorded
B1204,AI034,2025-07-25 11:37:36,CONFIRMED,30A,6293698b5817301b41dfadf742f3d2c287c8c0c13bff11680eca71699b660c4a,17d069014992e857d5c6,Air India,DEL - BOM,283,False,Matched,14106.07,CARD,Recorded
B1205,UK034,2025-10-18 11:37:36,CONFIRMED,23F,ee5de2641a155e56ffe327f86b56c590dc64eee22052605c0c24442fc597af22,3ab44cb452a6cf535396,Vistara,DEL - BLR,204,False,Matched,10452.65,UPI,Recorded
B1206,AI088,2025-07-02 11:37:36,CONFIRMED,13A,4fc115433c7ba1e8c736f1201f01c4be4bf3aa079b81058fd93d4982ae995d61,62ecbcda78e76a4cbe97,Air India,MAA - DEL,216,False,Matched,,,
B1207,AI128,2025-06-11 11:37:36,PENDING,26A,0db55b9a17c59c7c6ee099d4d32461b63ed1494fe674f508ae55f1029264e4d2,a94a783161ef55c20b11,Air India,BOM - CCU,236,False,Matched,10823.99,CARD,Recorded
B1208,SJ052,2025-07-22 11:37:36,INVALID,9A,b21b613b8ce3ec8c36ca8e194cf1c9b52db6be332387be9bf092783f38254881,0c4a12ff547fbae9f13a,Spicejet,MAA - BLR,97,False,Matched,9105.12,NETBANKING,Recorded
B1208,SJ052,2025-07-22 11:37:36,INVALID,9A,b21b613b8ce3ec8c36ca8e194cf1c9b52db6be332387be9bf092783f38254881,0c4a12ff547fbae9f13a,Spicejet,MAA - BLR,97,False,Matched,12966.45,CARD,Recorded
B1209,AI233,2025-12-15 11:37:36,PENDING,3A,af3c9e0f9657ce30eeb7cf5fb5c506f112937221243ec3546f513605f5286d59,6d3a776e3551874a97df,Air India,BLR - BOM,108,False,Matched,10307.2,NETBANKING,Recorded
B1210,AI012,2026-01-20 11:37:36,PENDING,3C,ecf9d2d3de6fb30e29d22431aa1e5442ae7f463b85e5590fcc070e217e67ee23,aea32656e0af035f8d70,Air India,BOM - CCU,243,False,Matched,,,
B1211,AI084,2025-07-07 11:37:36,CONFIRMED,34A,f8c9ebf07594685875b8266729f83896462f8c47422666dd749735d7eae6dc17,f1f221b2e600c7e73fb7,Air India,BOM - HYD,75,False,Matched,,,
B1212,6F126,2025-07-08 11:37:36,PENDING,34B,7a2394fbae145e495633ebc8c79d1be2177905b10a3cae148b3bd37516596a02,0c1590b5320098981a52,IndiGo,CCU - MAA,78,False,Matched,8421.62,NETBANKING,Recorded
B1213,SJ061,2025-06-16 11:37:36,CONFIRMED,2E,e993193a7c6dd64bba2c0f51864672c5b0de8cf49de786f93c398cb706d02c22,ab0b79c810434ab0a9a1,Spicejet,MAA - BLR,177,False,Matched,,,
B1214,UK194,2025-08-14 11:37:36,UNKNOWN,23B,b978689a4fe7dcb8eb02a589c8c1a177ac5569c551c9fb13a76c8c7c147a3501,88d4e0d931c9dcc01794,Vistara,CCU - BOM,60,False,Matched,,,
B1215,AI135,2025-08-08 11:37:36,CANCELLED,28C,3d82094321dc9c4003904ec55041e41cd5f835d63dfe121ebc9130dcbd579f4d,4a416d5f55fc5821e52c,Air India,BLR - BOM,161,False,Matched,9065.13,NETBANKING,Recorded
B1215,AI135,2025-08-08 11:37:36,CANCELLED,28C,3d82094321dc9c4003904ec55041e41cd5f835d63dfe121ebc9130dcbd579f4d,4a416d5f55fc5821e52c,Air India,BLR - BOM,161,False,Matched,2886.02,NETBANKING,Recorded
B1216,6F238,2025-12-09 11:37:36,CONFIRMED,10A,6cac0df045529ab3cdca88a3262b1fd869163449c46921bfc2892fc2be7b9acd,1566f4182944996c3500,IndiGo,BOM - DEL,48,False,Matched,1149.69,CARD,Recorded
B1216,6F238,2025-12-09 11:37:36,CONFIRMED,10A,6cac0df045529ab3cdca88a3262b1fd869163449c46921bfc2892fc2be7b9acd,1566f4182944996c3500,IndiGo,BOM - DEL,48,False,Matched,12779.83,UPI,Recorded
B1216,6F238,2025-12-09 11:37:36,CONFIRMED,10A,6cac0df045529ab3cdca88a3262b1fd869163449c46921bfc2892fc2be7b9acd,1566f4182944996c3500,IndiGo,BOM - DEL,48,False,Matched,5236.29,NETBANKING,Recorded
B1217,6F092,2026-03-19 11:37:36,CANCELLED,32C,2b0957de50bffd55fa7b9afaf16d7654a7716b55fa4a5d3539a317af3716150a,bc7c3cfaeee4d17392ab,IndiGo,MAA - BLR,36,True,Matched,,,
B1218,AI213,2025-11-13 11:37:36,PENDING,2D,20f4f37bd0aaa5621d686593dc2cc1fbcb41b6f33da3dbfbc71f4a9ac3b20e39,894f22ce08602c940224,Air India,HYD - CCU,71,False,Matched,,,
B1219,UK193,2026-02-15 11:37:36,CANCELLED,1B,b98792445844661645e8413607cb1b125c414b4e8217cce47464e40e277db8f1,9c8daf7f28d5aadbc4a0,Vistara,HYD - DEL,35,True,Matched,,,
B1220,6F178,2026-04-04 11:37:36,PENDING,29C,82863ed5470c123100a13ac584015c794c84b0ecbe296a41941db92d74ddfeca,78915513ce2c045d0602,IndiGo,BOM - CCU,263,False,Matched,11075.72,UPI,Recorded
B1221,AI158,2026-03-06 11:37:36,CONFIRMED,19D,2177a76c0ebe472576b69c4096ffcbbf21d6838819b61abee6e047da635ae347,7a30e2718893f03f6178,Air India,CCU - DEL,177,False,Matched,13658.68,UPI,Recorded
B1221,AI158,2026-03-06 11:37:36,CONFIRMED,19D,2177a76c0ebe472576b69c4096ffcbbf21d6838819b61abee6e047da635ae347,7a30e2718893f03f6178,Air India,CCU - DEL,177,False,Matched,5138.43,UPI,Recorded
B1222,UK208,2026-03-30 11:37:36,PENDING,8A,815064204fe1a73380bc1de18079c8a77b7c55489b9f0c52a74b4f714054a324,74f302b6ae84d5daf71b,Vistara,DEL - CCU,297,False,Matched,,,
B1223,6F056,2026-04-09 11:37:36,UNKNOWN,15A,8b8c3c84f27770980d2975e74a94d043fa2782b6573e06759a02db64913d9a88,2bbd0316a8d7de50f13c,IndiGo,BOM - MAA,109,False,Matched,1794.08,UPI,Recorded
B1224,UK185,2025-10-26 11:37:36,CONFIRMED,1E,a933c71706528785cce70fb77f5b96997b687ab0701634462fbf99a419d65712,9e6d81a461ee86e140d9,Vistara,DEL - MAA,77,False,Matched,,,
B1225,AI163,2026-01-13 11:37:36,PENDING,4D,d9c00a9bf61c46868a1c151fa152df390366013420c3ac67c13d7081307129be,056e1d006ba03495e736,Air India,HYD - MAA,61,False,Matched,,CARD,Missing amount
B1225,AI163,2026-01-13 11:37:36,PENDING,4D,d9c00a9bf61c46868a1c151fa152df390366013420c3ac67c13d7081307129be,056e1d006ba03495e736,Air India,HYD - MAA,61,False,Matched,3894.65,CARD,Recorded
B1226,AI112,2025-08-23 11:37:36,CONFIRMED,15C,2e80357b2bbb93e61115a45131689ee29adb5b7dd4064a713b02d0046186f43b,2ee36aedbe95c7343398,Air India,DEL - BLR,223,False,Matched,8968.11,NETBANKING,Recorded
B1227,AI227,2025-10-23 11:37:36,CANCELLED,12A,f9c84b97457a769957a26208b1ac7f1b5115df0a761b3901b199e88eff7ae862,31ab91224e586bdeebf5,Air India,BLR - MAA,226,False,Matched,,CARD,Missing amount
B1228,SJ083,2026-04-17 11:37:36,CONFIRMED,29D,ade5f587408a13deabf5a613bd2a06781a75c29e0394ac8bb72674250cacd237,d8514e568d566e10f7a7,Spicejet,MAA - BLR,184,False,Matched,4629.36,CARD,Recorded
B1228,SJ083,2026-04-17 11:37:36,CONFIRMED,29D,ade5f587408a13deabf5a613bd2a06781a75c29e0394ac8bb72674250cacd237,d8514e568d566e10f7a7,Spicejet,MAA - BLR,184,False,Matched,7087.22,UPI,Recorded
B1229,UK073,2026-02-07 11:37:36,CONFIRMED,13F,37ffd5fe9f50c92481755fd3610639b4c59f05a893aa69b66fcd10d67ccbd30f,532fa9b603d75d948459,Vistara,BLR - CCU,250,False,Matched,,,
B1230,6F169,2025-04-29 11:37:36,PENDING,6C,8f8482a7a4d49e1cadc6c35a9fe16b57bca9e2cd77e011ee5a91b3eb225307e4,db998dd5713565106414,IndiGo,BOM - DEL,279,False,Matched,4531.77,CARD,Recorded
B1231,UK154,2026-04-06 11:37:36,CANCELLED,27D,f501f0ef0240d343f3205c5e737ad77db9090afb504e062a73ec8c1c7334b00b,00c5bc6e504c9c17ee8d,Vistara,MAA - HYD,237,False,Matched,6547.3,UPI,Recorded
B1231,UK154,2026-04-06 11:37:36,CANCELLED,27D,f501f0ef0240d343f3205c5e737ad77db9090afb504e062a73ec8c1c7334b00b,00c5bc6e504c9c17ee8d,Vistara,MAA - HYD,237,False,Matched,5009.12,UPI,Recorded
B1232,SJ169,2025-10-06 11:37:36,CONFIRMED,32F,8f8482a7a4d49e1cadc6c35a9fe16b57bca9e2cd77e011ee5a91b3eb225307e4,9679c123e8bd320e74e3,Spicejet,BOM - MAA,286,False,Matched,,,
B1233,6F187,2025-05-13 11:37:36,CANCELLED,5F,87066471d838743a294710b1ade92d7ece070dfb480439f667283d1bdcf059f0,591a25e36b87f093c83d,IndiGo,BOM - MAA,258,False,Matched,1617.29,NETBANKING,Recorded
B1234,UK210,2025-11-21 11:37:36,CANCELLED,33A,9d4cb2efaac58db267a074cea2e4f1ae2b659800812be9857dbb7efca875f4e7,3f035cd19f624ba22da2,Vistara,DEL - CCU,55,False,Matched,7984.22,CARD,Recorded
B1235,6F250,2025-12-23 11:37:36,PENDING,13D,6e3f55baacac97f9feae30053fda09ae51ecb9c8c2d8413323c0735d731b4196,,,,,,Ambiguous flight ID,,NETBANKING,Missing amount
B1235,6F250,2025-12-23 11:37:36,PENDING,13D,6e3f55baacac97f9feae30053fda09ae51ecb9c8c2d8413323c0735d731b4196,,,,,,Ambiguous flight ID,1236.74,CARD,Recorded
B1236,AI062,2025-07-05 11:37:36,CONFIRMED,25A,815064204fe1a73380bc1de18079c8a77b7c55489b9f0c52a74b4f714054a324,8381a241faf4550af73a,Air India,MAA - DEL,36,True,Matched,,,
B1237,AI047,2025-11-16 11:37:36,UNKNOWN,15B,aa80ec2f3afed5cbf5f1a63efa66789075f11e35e74bbfbc2fac79f351f71016,34b766a41c0cea6c95f8,Air India,CCU - MAA,47,False,Matched,,,
B1238,SJ186,2025-10-20 11:37:36,UNKNOWN,8E,ba79c2e6775e981ce5c8d12a0e9608bf1ccc2f5848e24a503359a075674b594b,5cbb077e905fb595f1ba,Spicejet,CCU - DEL,131,False,Matched,3231.46,UPI,Recorded
B1239,AI217,2025-11-17 11:37:36,CANCELLED,30A,7492db9ae222a9b7ad5dfd8fad57aa650f714cc9cba3207c38e19760c9504b27,01df92b8edea27e9e8af,Air India,CCU - BLR,137,False,Matched,8821.9,UPI,Recorded
B1240,UK100,2025-12-31 11:37:36,CONFIRMED,17A,b0adf0c740827395dfc2868444218a11ab3ea94bb9bbe1782aa8f1b2d63bb6f5,f4f9bcceed1ce5b19811,Vistara,CCU - BLR,152,False,Matched,12241.53,UPI,Recorded
B1241,UK116,2025-12-16 11:37:36,CONFIRMED,10A,9c23cd206300e319f17193b07d22c9d371210f794ed8ed4b17469c63b341d05e,f6bf3d36a1c227580326,Vistara,CCU - BOM,228,False,Matched,,NETBANKING,Missing amount
B1242,6F036,2025-12-01 11:37:36,CANCELLED,26C,8a20c643abea5ab690bfe6cb7a61b69cbf666d6b02e996ce4ea7220c21dcb712,903fd5724ec72fe118cc,IndiGo,CCU - BLR,283,False,Matched,,,
B1243,AI175,2026-01-22 11:37:36,CANCELLED,29E,061d3c41df5d022affa8bf244c3f13215f8c3bc9cec6c646ffe53e0d091cf58a,f5aea88b978e28dc3a6c,Air India,BOM - HYD,227,False,Matched,,,
B1244,UK051,2025-08-18 11:37:36,CONFIRMED,27D,9accddea95b7ac8946c70a606410d203c5f16ebe8dcf499ad69ba7e65f6790f9,08f973dbff2b3063633f,Vistara,HYD - DEL,180,False,Matched,4953.56,CARD,Recorded
B1245,6F201,2026-04-17 11:37:36,UNKNOWN,26A,aedc31dc5220e99857e8b4f6df0d6060b390c999d4c9b729f956fd7a0ff86c42,c22961c19b1679d3a365,IndiGo,CCU - BOM,280,False,Matched,3162.91,CARD,Recorded
B1246,6F230,2026-04-09 11:37:36,CONFIRMED,33B,3bced03ef044a097990ed781f6dbf324ae1b43b52032eed8f9c8b42392a2de9b,39888adf22ceaa5c2187,IndiGo,CCU - BLR,193,False,Matched,11516.06,CARD,Recorded
B1247,SJ138,2025-08-13 11:37:36,CANCELLED,15F,daa131c51da52898542d44d14907a31f1d0504ebf77fb33d5405393caebb4bca,f62f9e174063efb3535c,Spicejet,BLR - BOM,48,False,Matched,7658.69,CARD,Recorded
B1248,AI246,2026-03-04 11:37:36,PENDING,16B,b515d0e4b028fed65778726e65e057c958d91b0d13c1326871d8776bf285574a,6a2de390085bdb620b9a,Air India,BOM - BLR,199,False,Matched,,,
B1249,6F179,2025-06-06 11:37:36,CANCELLED,26B,356255e226072ec7834e6b0e31dc88e0dfb38f5bbee67f8252028eb77d2f415f,2ba2275bd7fafe244448,IndiGo,HYD - MAA,255,False,Matched,1969.22,UPI,Recorded
B1249,6F179,2025-06-06 11:37:36,CANCELLED,26B,356255e226072ec7834e6b0e31dc88e0dfb38f5bbee67f8252028eb77d2f415f,2ba2275bd7fafe244448,IndiGo,HYD - MAA,255,False,Matched,3055.22,NETBANKING,Recorded
B1250,6F031,2026-01-28 11:37:36,CANCELLED,16F,734e0e1d7b1f7a6a60a5828379bff7dd77294abcc0c84127e75b082fc747c1c6,90ae4928ac33143bdb80,IndiGo,BOM - BLR,277,False,Matched,6497.92,NETBANKING,Recorded
B1251,UK015,2025-08-30 11:37:36,PENDING,29A,cd70987ed8c49c35168fdfaa4ee5934f34a0c7b031ea576fdc658990545eb994,705c26fc328296e79fd9,Vistara,BLR - BOM,107,False,Matched,6952.65,UPI,Recorded
B1252,UK001,2025-04-21 11:37:36,CANCELLED,27C,b3134da38cb85d52b8aeeda2b5c763438f8bba1370a90e1473e30cc1fc887863,af81c26cef95e7a7eed2,Vistara,CCU - DEL,85,False,Matched,1480.08,CARD,Recorded
B1253,6F133,2026-02-27 11:37:36,CANCELLED,15E,fbfc4728cd49dc368e16272c55a324c88e4ff11b26b42e9221066f6ffeb28967,300dec1a6af23265ffc5,IndiGo,MAA - BLR,107,False,Matched,2152.89,NETBANKING,Recorded
B1253,6F133,2026-02-27 11:37:36,CANCELLED,15E,fbfc4728cd49dc368e16272c55a324c88e4ff11b26b42e9221066f6ffeb28967,300dec1a6af23265ffc5,IndiGo,MAA - BLR,107,False,Matched,14029.28,NETBANKING,Recorded
B1254,6F143,2025-07-22 11:37:36,CANCELLED,5D,72f8c1597b65a04d282fdc8a47a661ff43bf9037acfcf4abb517fbf8dd7a2196,47a872bab53932ae113b,IndiGo,CCU - DEL,239,False,Matched,,UPI,Missing amount
B1255,UK165,2025-09-22 11:37:36,CANCELLED,23F,10d28fcc63d62179091a07eb7bbab2100d61cb602e08b0544f2ff4c5c1db0fc0,0b1658e0f40524310e50,Vistara,DEL - BLR,253,False,Matched,1412.67,CARD,Recorded
B1256,6F083,2025-08-10 11:37:36,CANCELLED,22B,9f05f7e553b56529746eecc193d0d5d27f3eb6cf9c089c8a4ab05ab89d5f1d82,9b5ce6e3a4de8a296d52,IndiGo,BLR - DEL,39,True,Matched,2040.64,NETBANKING,Recorded
B1257,AI082,2025-08-19 11:37:36,CANCELLED,11C,3209870def018773b220001073bd18cfe0c971768f6baee15695538fa362861d,38556332ac1c55f92f71,Air India,DEL - CCU,162,False,Matched,13028.65,NETBANKING,Recorded
B1258,AI164,2025-10-28 11:37:36,CANCELLED,21F,6f65a160b8fbe18b1df6f9c3e20dc3b16111c9d4c8d42d82a54ad6699217437b,1134a2cb7e6535e87786,Air India,DEL - BLR,108,False,Matched,,,
B1259,SJ155,2026-01-19 11:37:36,CANCELLED,31F,c3bd13717ab8da17a0831ab328644d1bae3ddf8f1d5da136cb0affe362f5eb59,b27e21cba9e7e9e77f3f,Spicejet,DEL - CCU,300,False,Matched,12805.67,CARD,Recorded
B1260,AI189,2026-01-04 11:37:36,CANCELLED,1D,1d9e01e87c17ec7a9511ecc0262b3f9011df395b47100c5fa3043c484f45acce,d79133b65395a9d87268,Air India,CCU - DEL,108,False,Matched,9458.88,NETBANKING,Recorded
B1260,AI189,2026-01-04 11:37:36,CANCELLED,1D,1d9e01e87c17ec7a9511ecc0262b3f9011df395b47100c5fa3043c484f45acce,d79133b65395a9d87268,Air India,CCU - DEL,108,False,Matched,2117.99,NETBANKING,Recorded
B1260,AI189,2026-01-04 11:37:36,CANCELLED,1D,1d9e01e87c17ec7a9511ecc0262b3f9011df395b47100c5fa3043c484f45acce,d79133b65395a9d87268,Air India,CCU - DEL,108,False,Matched,4716.99,NETBANKING,Recorded
B1261,SJ057,2025-12-21 11:37:36,CONFIRMED,34A,35bea6d3a15e68706d970fde04ec2bf87d71c7499c6d9fb35acb1e6f8752f545,3e00804979e75304d832,Spicejet,BOM - CCU,192,False,Matched,,,
B1262,SJ198,2025-05-07 11:37:36,CONFIRMED,16F,bf02c795fb47af588c357429a3690765b35ee2d6f42cf863de1cef46a1511aff,3a3e99eb93f235dbad01,Spicejet,CCU - BOM,281,False,Matched,3896.83,UPI,Recorded
B1262,SJ198,2025-05-07 11:37:36,CONFIRMED,16F,bf02c795fb47af588c357429a3690765b35ee2d6f42cf863de1cef46a1511aff,3a3e99eb93f235dbad01,Spicejet,CCU - BOM,281,False,Matched,6722.37,UPI,Recorded
B1263,6F122,2026-01-03 11:37:36,CANCELLED,6C,54549fdb7358c49cb56879b15ccb03e1eddb48aa87b23f13a2b6e81cef7f182f,99306e3c50f4f80cd997,IndiGo,DEL - BLR,224,False,Matched,1483.05,NETBANKING,Recorded
B1263,6F122,2026-01-03 11:37:36,CANCELLED,6C,54549fdb7358c49cb56879b15ccb03e1eddb48aa87b23f13a2b6e81cef7f182f,99306e3c50f4f80cd997,IndiGo,DEL - BLR,224,False,Matched,10997.85,UPI,Recorded
B1264,SJ097,2026-04-15 11:37:36,CONFIRMED,12A,81dfb93d2126b967f17bf763ed2b219a0ace5d88fac6e46ca8cf2ac13aa72d0c,8423013ff6b65d2a5543,Spicejet,BOM - CCU,170,False,Matched,3936.86,NETBANKING,Recorded
B1264,SJ097,2026-04-15 11:37:36,CONFIRMED,12A,81dfb93d2126b967f17bf763ed2b219a0ace5d88fac6e46ca8cf2ac13aa72d0c,8423013ff6b65d2a5543,Spicejet,BOM - CCU,170,False,Matched,4662.75,UPI,Recorded
B1265,UK203,2025-08-06 11:37:36,PENDING,28F,a8e8af1e4b0716cc1f4c1575bc3944ce297572dfe8d276e99e0055ebb8ccbe6a,7bd265f5c468d226f0f3,Vistara,BLR - HYD,72,False,Matched,,,
B1266,UK093,2026-01-16 11:37:36,CONFIRMED,27F,c9b74b493b04670a933e2a2b0841195f01de75807116a7c401394edff996382a,63f5e36e07fb544c4a94,Vistara,HYD - CCU,50,False,Matched,14431.32,UPI,Recorded
B1267,AI205,2025-05-21 11:37:36,CANCELLED,32A,66486257fe345d4699c9f4f7667eb886511a682073a05004d602473493704ad1,5c7e0fbecadeb0e0ab89,Air India,BLR - BOM,108,False,Matched,2158.29,CARD,Recorded
B1267,AI205,2025-05-21 11:37:36,CANCELLED,32A,66486257fe345d4699c9f4f7667eb886511a682073a05004d602473493704ad1,5c7e0fbecadeb0e0ab89,Air India,BLR - BOM,108,False,Matched,14150.69,UPI,Recorded
B1268,AI102,2026-01-16 11:37:36,INVALID,12A,f07fa37185d2da777ad0f88b7a7576b6c055111296f8ee2a7bdef0b4de0e6402,889baaa90a3ad532c87f,Air India,CCU - BLR,291,False,Matched,13289.27,CARD,Recorded
B1269,6F046,2025-09-06 11:37:36,CONFIRMED,4C,6de50b3d57b0684719c0ec51b64f74dbdae00bcd1f588c758ca9ce0bfaaad23d,749233d60f913d079727,IndiGo,DEL - BLR,221,False,Matched,6692.76,UPI,Recorded
B1269,6F046,2025-09-06 11:37:36,CONFIRMED,4C,6de50b3d57b0684719c0ec51b64f74dbdae00bcd1f588c758ca9ce0bfaaad23d,749233d60f913d079727,IndiGo,DEL - BLR,221,False,Matched,14606.94,CARD,Recorded
B1270,SJ017,2025-06-02 11:37:36,UNKNOWN,22E,eae5f6e6a6e560724deeb8b14939311e2959e9adf748cf241faef7112e2b5fc3,6aee1fc7e2306d7cacf3,Spicejet,DEL - MAA,123,False,Matched,,,
B1271,6F156,2025-10-20 11:37:36,PENDING,28B,388d5387493c5de4bfa5e3c7c5a5eb868e74149349982e0328875afde58c62e8,687ccab0d3e45f721d9f,IndiGo,MAA - BOM,154,False,Matched,12211.33,NETBANKING,Recorded
B1272,AI068,2025-07-18 11:37:36,PENDING,19A,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,1192d44533ef3aa55b25,Air India,BOM - BLR,120,False,Matched,7902.41,UPI,Recorded
B1272,AI068,2025-07-18 11:37:36,PENDING,19A,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,1192d44533ef3aa55b25,Air India,BOM - BLR,120,False,Matched,12486.95,UPI,Recorded
B1272,AI068,2025-07-18 11:37:36,PENDING,19A,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,1192d44533ef3aa55b25,Air India,BOM - BLR,120,False,Matched,,UPI,Missing amount
B1272,AI068,2025-07-18 11:37:36,PENDING,19A,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,1192d44533ef3aa55b25,Air India,BOM - BLR,120,False,Matched,10043.5,CARD,Recorded
B1273,AI150,2025-06-05 11:37:36,UNKNOWN,28B,78c44bd196c3adee90a10e4c453c9de197a4f2dfba17ec16b4c14c1a3c584e46,44cadbe2998dd79d30de,Air India,BOM - DEL,47,False,Matched,5268.31,UPI,Recorded
B1273,AI150,2025-06-05 11:37:36,UNKNOWN,28B,78c44bd196c3adee90a10e4c453c9de197a4f2dfba17ec16b4c14c1a3c584e46,44cadbe2998dd79d30de,Air India,BOM - DEL,47,False,Matched,3873.81,CARD,Recorded
B1274,UK008,2025-10-15 11:37:36,PENDING,20D,96f54f142ccb6ee684e7ee0fefcc0876c44305936870aff10e5df08093e0a6fe,356ed09808a20efa9f6b,Vistara,CCU - BLR,37,True,Matched,8582.34,NETBANKING,Recorded
B1275,6F166,2025-07-11 11:37:36,PENDING,18F,b29afdebb35089a9838ce2d4b36b77b09f9053615f9f145fdb5f03dde1944c16,a6dcd615d2e04a34644b,IndiGo,BOM - CCU,270,False,Matched,,,
B1276,6F177,2025-07-15 11:37:36,CONFIRMED,1A,2cebdafea91f1cdf5a0f46ac3b7f94c5378df86c6359f90e6b8465583f68ad8d,b8334618fcfb0d514266,IndiGo,HYD - MAA,142,False,Matched,9396.07,UPI,Recorded
B1277,AI196,2026-01-19 11:37:36,PENDING,12E,cae4953f4993434debb61a33fbc79d7d66313b8219c265dec16361a829064a87,6e14a8a9ade298d3bb71,Air India,MAA - HYD,93,False,Matched,,,
B1278,SJ191,2025-08-09 11:37:36,CONFIRMED,5B,944cc4030f4bb9e4160af6d30d97791b1a0ccb9d25aafca1b11c92f6d96f62d0,859316e03241904645df,Spicejet,BLR - BOM,82,False,Matched,,,
B1279,6F019,2025-05-10 11:37:36,UNKNOWN,28C,598e1e9e9fabd3c5d888e1ecf2f784a123c2ab4e9d2b6ee644e23698040ff589,db5f9d2434bdcee17176,IndiGo,BLR - BOM,235,False,Matched,5467.05,UPI,Recorded
B1280,AI226,2026-04-12 11:37:36,CONFIRMED,33B,4d827731f43ed365bfa8a6c50406d91f2bf91b80a99b26f5e4ab6c6731faccd3,b9d3e30e7b62e7fc57a1,Air India,BLR - HYD,169,False,Matched,,,
B1281,SJ207,2026-01-21 11:37:36,CANCELLED,4A,8598944ff78c27c0d45639c1f484d69fe3894ddec9065da2ca7ae14cb2d784ee,1d2f20ccb8a407048d28,Spicejet,DEL - CCU,193,False,Matched,4413.8,CARD,Recorded
B1282,AI009,2025-12-30 11:37:36,CANCELLED,8B,b92ef4aea665aadae5303e654ccb2979546521dfaa5c7bc9dcaaab91417fcf63,4aa3c5f55c5dad6031bb,Air India,DEL - CCU,154,False,Matched,,,
B1283,AI103,2025-05-08 11:37:36,INVALID,29D,30e0245f71de2c5829ccbc0bb7005a913b4f2c0d911ba99cd51f84cbe66ec55f,09a4f7dc1048667c9b3c,Air India,BLR - BOM,38,True,Matched,1369.37,NETBANKING,Recorded
B1283,AI103,2025-05-08 11:37:36,INVALID,29D,30e0245f71de2c5829ccbc0bb7005a913b4f2c0d911ba99cd51f84cbe66ec55f,09a4f7dc1048667c9b3c,Air India,BLR - BOM,38,True,Matched,7236.69,CARD,Recorded
B1284,SJ127,2026-02-22 11:37:36,CANCELLED,25F,345dbfc649b865c0da7494931dbcfe997a650c49fc52d02fb76808e1ab4d3bc6,2c93d1e1746481043929,Spicejet,BOM - DEL,157,False,Matched,4189.8,UPI,Recorded
B1284,SJ127,2026-02-22 11:37:36,CANCELLED,25F,345dbfc649b865c0da7494931dbcfe997a650c49fc52d02fb76808e1ab4d3bc6,2c93d1e1746481043929,Spicejet,BOM - DEL,157,False,Matched,8516.93,CARD,Recorded
B1285,UK188,2026-03-26 11:37:36,CANCELLED,25B,25c73c17e83d04dddbbf4e87342071ad13407dca5b538655532a9eefb161ab36,4a3627ef34296fb1ae29,Vistara,MAA - BLR,49,False,Matched,1207.32,NETBANKING,Recorded
B1286,6F010,2025-09-25 11:37:36,INVALID,33B,26e10073361fa11ae8bf158fe85c1e85fe625f07c4029c88f077a487dafbb6e8,aa60e02970bcf5f9f6dd,IndiGo,DEL - BLR,231,False,Matched,,,
B1287,SJ098,2025-12-13 11:37:36,CANCELLED,5F,c180bc7457a2158c644b703c650792047129f4ffd1a09544b47260e0b2416ab0,f2cfb7a31803aa5eb183,Spicejet,HYD - MAA,35,True,Matched,14610.33,CARD,Recorded
B1287,SJ098,2025-12-13 11:37:36,CANCELLED,5F,c180bc7457a2158c644b703c650792047129f4ffd1a09544b47260e0b2416ab0,f2cfb7a31803aa5eb183,Spicejet,HYD - MAA,35,True,Matched,7693.36,CARD,Recorded
