flight_id,airline,source,destination,departure_time,arrival_time,overnight_adjusted,duration_minutes,route,departure_date,departure_hour,duration_band,anomaly_type,has_anomaly,flight_schedule_key
UK156,Vistara,MAA,BLR,2026-04-20 11:50:41,2026-04-20 15:54:41,False,244,MAA - BLR,2026-04-20,11,181 to 300 min,,False,6029198938d23d603708
6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41,2026-04-20 12:58:41,False,72,BLR - BOM,2026-04-20,11,Up to 90 min,,False,9ccc2dc7c6cfa80d2699
6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41,2026-04-20 15:18:41,False,220,DEL - CCU,2026-04-20,11,181 to 300 min,,False,24a5af1235918cfe06ce
SJ074,Spicejet,DEL,CCU,2026-04-20 11:21:41,2026-04-20 12:02:41,False,41,DEL - CCU,2026-04-20,11,Up to 90 min,Short duration under 45 minutes,True,6eb8efe227befefe825a
6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41,2026-04-20 14:11:41,False,171,BOM - DEL,2026-04-20,11,91 to 180 min,,False,a83c12baad604f8be587
6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41,2026-04-20 15:06:41,False,229,BLR - HYD,2026-04-20,11,181 to 300 min,,False,f679869b8ddbc957566f
6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41,2026-04-20 14:29:41,False,200,HYD - BOM,2026-04-20,11,181 to 300 min,,False,4b514ad5bab66a1ba7d1
AI038,Air India,HYD,MAA,2026-04-20 11:05:41,2026-04-20 15:44:41,False,279,HYD - MAA,2026-04-20,11,181 to 300 min,,False,e05c70ef35e51158c7d6
AI079,Air India,CCU,BLR,2026-04-20 11:04:41,2026-04-20 13:19:41,False,135,CCU - BLR,2026-04-20,11,91 to 180 min,,False,68ad639b551354a79991
SJ018,Spicejet,BOM,CCU,2026-04-20 10:58:41,2026-04-20 13:31:41,False,153,BOM - CCU,2026-04-20,10,91 to 180 min,,False,739d77d162fc8e1e9de5
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41,2026-04-20 11:43:41,False,46,DEL - BLR,2026-04-20,10,Up to 90 min,,False,57537cc196e99e1ae996
AI091,Air India,CCU,MAA,2026-04-20 10:52:41,2026-04-20 15:15:41,False,263,CCU - MAA,2026-04-20,10,181 to 300 min,,False,6bd852fd6941ca1b9a09
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41,2026-04-20 14:06:41,False,196,DEL - HYD,2026-04-20,10,181 to 300 min,,False,4cd816b328afec4a0b07
AI019,Air India,BOM,CCU,2026-04-20 10:49:41,2026-04-20 11:51:41,False,62,BOM - CCU,2026-04-20,10,Up to 90 min,,False,06e207646e56581aaaf4
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41,2026-04-20 11:31:41,False,45,HYD - MAA,2026-04-20,10,Up to 90 min,,False,495d5d9e110a24ac9648
AI146,Air India,BLR,DEL,2026-04-20 10:40:41,2026-04-20 13:46:41,False,186,BLR - DEL,2026-04-20,10,181 to 300 min,,False,0dcf84998649e35ad84e
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41,2026-04-20 12:22:41,False,103,MAA - BLR,2026-04-20,10,91 to 180 min,,False,4651e777873f06686da3
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41,2026-04-20 11:34:42,False,60,CCU - HYD,2026-04-20,10,Up to 90 min,,False,4a330bbdd7a6c555be9b
AI129,Air India,BOM,CCU,2026-04-20 10:29:41,2026-04-20 13:38:41,False,189,BOM - CCU,2026-04-20,10,181 to 300 min,,False,3625ca03be9d59c13500
AI240,Air India,MAA,DEL,2026-04-20 10:19:41,2026-04-20 12:46:41,False,147,MAA - DEL,2026-04-20,10,91 to 180 min,,False,af1fb85412b06169f849
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41,2026-04-20 11:36:41,False,86,BLR - CCU,2026-04-20,10,Up to 90 min,,False,a87735cfea70d6c64974
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41,2026-04-20 13:16:41,False,192,BOM - DEL,2026-04-20,10,181 to 300 min,,False,313c22d7c11cd24131f0
SJ007,Spicejet,BOM,CCU,2026-04-20 10:03:41,2026-04-20 14:53:41,False,290,BOM - CCU,2026-04-20,10,181 to 300 min,,False,497b15239a5b2686e927
SJ141,Spicejet,CCU,DEL,2026-04-20 10:00:41,2026-04-20 13:37:41,False,217,CCU - DEL,2026-04-20,10,181 to 300 min,,False,d72bccf9776443434783
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41,2026-04-20 13:13:41,False,193,HYD - DEL,2026-04-20,10,181 to 300 min,,False,3aa84827845e8ce392bd
SJ235,Spicejet,BOM,DEL,2026-04-20 09:57:41,2026-04-20 13:45:41,False,228,BOM - DEL,2026-04-20,9,181 to 300 min,,False,5c756aed47c348f23440
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41,2026-04-20 13:17:41,False,208,HYD - MAA,2026-04-20,9,181 to 300 min,,False,2e813c1cdcff2f5b0f2c
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41,2026-04-20 11:32:41,False,110,BOM - BLR,2026-04-20,9,91 to 180 min,,False,f733559b8d99367b6f40
SJ078,Spicejet,DEL,HYD,2026-04-20 09:41:41,2026-04-20 12:49:41,False,188,DEL - HYD,2026-04-20,9,181 to 300 min,,False,6eb759f1980352013c8e
SJ075,Spicejet,MAA,BLR,2026-04-20 09:26:41,2026-04-20 11:03:41,False,97,MAA - BLR,2026-04-20,9,91 to 180 min,,False,5ca52799c0d3f91c9b34
AI159,Air India,HYD,BLR,2026-04-20 09:23:41,2026-04-20 11:36:41,False,133,HYD - BLR,2026-04-20,9,91 to 180 min,,False,cec73f14f5d9ecaa3584
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41,2026-04-20 13:30:41,False,251,HYD - DEL,2026-04-20,9,181 to 300 min,,False,214b634442e5dcb66152
AI059,Air India,CCU,DEL,2026-04-20 09:16:41,2026-04-20 11:43:41,False,147,CCU - DEL,2026-04-20,9,91 to 180 min,,False,66f4d45954228a75826b
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41,2026-04-20 10:32:41,False,77,HYD - CCU,2026-04-20,9,Up to 90 min,,False,03cd514086f9be83aeb5
AI044,Air India,MAA,BLR,2026-04-20 09:03:41,2026-04-20 12:36:41,False,213,MAA - BLR,2026-04-20,9,181 to 300 min,,False,5c90693fd87dadd6f4ca
AI078,Air India,DEL,BOM,2026-04-20 08:58:41,2026-04-20 13:28:41,False,270,DEL - BOM,2026-04-20,8,181 to 300 min,,False,9895c3c0f3f5b5a33b01
SJ226,Spicejet,HYD,BOM,2026-04-20 08:47:41,2026-04-20 12:54:41,False,247,HYD - BOM,2026-04-20,8,181 to 300 min,,False,ad5d548b1e3418f86c49
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41,2026-04-20 13:40:41,False,300,MAA - CCU,2026-04-20,8,181 to 300 min,,False,570b60f038e3141b5875
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41,2026-04-20 09:14:41,False,35,HYD - DEL,2026-04-20,8,Up to 90 min,Short duration under 45 minutes,True,9c8daf7f28d5aadbc4a0
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41,2026-04-20 09:15:41,False,36,MAA - BLR,2026-04-20,8,Up to 90 min,Short duration under 45 minutes,True,bc7c3cfaeee4d17392ab
AI208,Air India,BLR,BOM,2026-04-20 08:38:41,2026-04-20 11:52:41,False,194,BLR - BOM,2026-04-20,8,181 to 300 min,,False,08febcc15b91c397f062
SJ227,Spicejet,BOM,CCU,2026-04-20 08:32:41,2026-04-20 12:53:41,False,261,BOM - CCU,2026-04-20,8,181 to 300 min,,False,876a939a3eecc7aa1622
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41,2026-04-20 09:19:41,False,48,BOM - DEL,2026-04-20,8,Up to 90 min,,False,1566f4182944996c3500
AI084,Air India,BOM,HYD,2026-04-20 08:31:41,2026-04-20 09:46:41,False,75,BOM - HYD,2026-04-20,8,Up to 90 min,,False,f1f221b2e600c7e73fb7
SJ228,Spicejet,BOM,CCU,2026-04-20 08:29:41,2026-04-20 12:16:41,False,227,BOM - CCU,2026-04-20,8,181 to 300 min,,False,2f937ab1a5b220c01b96
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41,2026-04-20 09:26:42,False,60,CCU - BOM,2026-04-20,8,Up to 90 min,,False,88d4e0d931c9dcc01794
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41,2026-04-20 09:39:41,False,78,CCU - MAA,2026-04-20,8,Up to 90 min,,False,0c1590b5320098981a52
SJ052,Spicejet,MAA,BLR,2026-04-20 08:20:41,2026-04-20 09:57:41,False,97,MAA - BLR,2026-04-20,8,91 to 180 min,,False,0c4a12ff547fbae9f13a
AI233,Air India,BLR,BOM,2026-04-20 08:04:41,2026-04-20 09:52:41,False,108,BLR - BOM,2026-04-20,8,91 to 180 min,,False,6d3a776e3551874a97df
AI213,Air India,HYD,CCU,2026-04-20 08:03:41,2026-04-20 09:14:41,False,71,HYD - CCU,2026-04-20,8,Up to 90 min,,False,894f22ce08602c940224
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41,2026-04-20 12:26:41,False,263,MAA - CCU,2026-04-20,8,181 to 300 min,,False,c5bdf0d59a706b7e73bd
SJ022,Spicejet,DEL,BLR,2026-04-20 07:56:41,2026-04-20 11:07:41,False,191,DEL - BLR,2026-04-20,7,181 to 300 min,,False,949249f272510a26742e
SJ002,Spicejet,DEL,BOM,2026-04-20 07:54:41,2026-04-20 12:40:41,False,286,DEL - BOM,2026-04-20,7,181 to 300 min,,False,5b04a1640bd945767aab
AI163,Air India,HYD,MAA,2026-04-20 07:45:41,2026-04-20 08:46:41,False,61,HYD - MAA,2026-04-20,7,Up to 90 min,,False,056e1d006ba03495e736
UK229,Vistara,HYD,DEL,2026-04-20 07:40:41,2026-04-20 11:57:41,False,257,HYD - DEL,2026-04-20,7,181 to 300 min,,False,6f36382ecae08a7d3bec
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41,2026-04-20 08:48:41,False,77,DEL - MAA,2026-04-20,7,Up to 90 min,,False,9e6d81a461ee86e140d9
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41,2026-04-20 11:45:41,False,254,BOM - BLR,2026-04-20,7,181 to 300 min,,False,b9ca3e68c1483b2bea3f
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41,2026-04-20 08:49:41,False,109,BOM - MAA,2026-04-20,7,91 to 180 min,,False,2bbd0316a8d7de50f13c
AI062,Air India,MAA,DEL,2026-04-20 06:49:41,2026-04-20 07:25:41,False,36,MAA - DEL,2026-04-20,6,Up to 90 min,Short duration under 45 minutes,True,8381a241faf4550af73a
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41,2026-04-20 10:11:41,False,204,DEL - BLR,2026-04-20,6,181 to 300 min,,False,3ab44cb452a6cf535396
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41,2026-04-20 10:34:41,False,231,DEL - BLR,2026-04-20,6,181 to 300 min,,False,f2f0fb84632620d51b87
AI135,Air India,BLR,BOM,2026-04-20 06:40:41,2026-04-20 09:21:41,False,161,BLR - BOM,2026-04-20,6,91 to 180 min,,False,4a416d5f55fc5821e52c
SJ061,Spicejet,MAA,BLR,2026-04-20 06:38:41,2026-04-20 09:35:41,False,177,MAA - BLR,2026-04-20,6,91 to 180 min,,False,ab0b79c810434ab0a9a1
AI047,Air India,CCU,MAA,2026-04-20 06:36:41,2026-04-20 07:23:41,False,47,CCU - MAA,2026-04-20,6,Up to 90 min,,False,34b766a41c0cea6c95f8
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41,2026-04-20 07:30:41,False,55,DEL - CCU,2026-04-20,6,Up to 90 min,,False,3f035cd19f624ba22da2
AI088,Air India,MAA,DEL,2026-04-20 06:34:41,2026-04-20 10:10:41,False,216,MAA - DEL,2026-04-20,6,181 to 300 min,,False,62ecbcda78e76a4cbe97
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41,2026-04-20 10:50:41,False,269,DEL - HYD,2026-04-20,6,181 to 300 min,,False,fab68d82bc5167e7f27d
AI128,Air India,BOM,CCU,2026-04-20 06:07:41,2026-04-20 10:03:41,False,236,BOM - CCU,2026-04-20,6,181 to 300 min,,False,a94a783161ef55c20b11
AI158,Air India,CCU,DEL,2026-04-20 06:04:41,2026-04-20 09:01:41,False,177,CCU - DEL,2026-04-20,6,91 to 180 min,,False,7a30e2718893f03f6178
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41,2026-04-20 10:34:41,False,273,MAA - BLR,2026-04-20,6,181 to 300 min,,False,fbdb23a0238539bf5df0
SJ138,Spicejet,BLR,BOM,2026-04-20 05:55:41,2026-04-20 06:43:41,False,48,BLR - BOM,2026-04-20,5,Up to 90 min,,False,f62f9e174063efb3535c
AI034,Air India,DEL,BOM,2026-04-20 05:48:41,2026-04-20 10:31:41,False,283,DEL - BOM,2026-04-20,5,181 to 300 min,,False,17d069014992e857d5c6
AI012,Air India,BOM,CCU,2026-04-20 05:44:41,2026-04-20 09:47:41,False,243,BOM - CCU,2026-04-20,5,181 to 300 min,,False,aea32656e0af035f8d70
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41,2026-04-20 06:03:41,False,39,BLR - DEL,2026-04-20,5,Up to 90 min,Short duration under 45 minutes,True,9b5ce6e3a4de8a296d52
SJ083,Spicejet,MAA,BLR,2026-04-20 05:13:41,2026-04-20 08:17:41,False,184,MAA - BLR,2026-04-20,5,181 to 300 min,,False,d8514e568d566e10f7a7
SJ186,Spicejet,CCU,DEL,2026-04-20 05:11:41,2026-04-20 07:22:41,False,131,CCU - DEL,2026-04-20,5,91 to 180 min,,False,5cbb077e905fb595f1ba
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41,2026-04-20 06:31:41,False,85,CCU - DEL,2026-04-20,5,Up to 90 min,,False,af81c26cef95e7a7eed2
AI217,Air India,CCU,BLR,2026-04-20 04:57:41,2026-04-20 07:14:41,False,137,CCU - BLR,2026-04-20,4,91 to 180 min,,False,01df92b8edea27e9e8af
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41,2026-04-20 09:11:41,False,263,BOM - CCU,2026-04-20,4,181 to 300 min,,False,78915513ce2c045d0602
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41,2026-04-20 06:33:41,False,107,BLR - BOM,2026-04-20,4,91 to 180 min,,False,705c26fc328296e79fd9
AI112,Air India,DEL,BLR,2026-04-20 04:41:41,2026-04-20 08:24:41,False,223,DEL - BLR,2026-04-20,4,181 to 300 min,,False,2ee36aedbe95c7343398
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41,2026-04-20 07:12:41,False,152,CCU - BLR,2026-04-20,4,91 to 180 min,,False,f4f9bcceed1ce5b19811
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41,2026-04-20 06:25:41,False,107,MAA - BLR,2026-04-20,4,91 to 180 min,,False,300dec1a6af23265ffc5
AI227,Air India,BLR,MAA,2026-04-20 04:31:41,2026-04-20 08:17:41,False,226,BLR - MAA,2026-04-20,4,181 to 300 min,,False,31ab91224e586bdeebf5
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41,2026-04-20 05:21:41,False,50,HYD - CCU,2026-04-20,4,Up to 90 min,,False,63f5e36e07fb544c4a94
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41,2026-04-20 05:24:41,False,72,BLR - HYD,2026-04-20,4,Up to 90 min,,False,7bd265f5c468d226f0f3
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41,2026-04-20 07:57:41,False,237,MAA - HYD,2026-04-20,4,181 to 300 min,,False,00c5bc6e504c9c17ee8d
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41,2026-04-20 08:09:41,False,250,BLR - CCU,2026-04-20,3,181 to 300 min,,False,532fa9b603d75d948459
AI164,Air India,DEL,BLR,2026-04-20 03:57:41,2026-04-20 05:45:41,False,108,DEL - BLR,2026-04-20,3,91 to 180 min,,False,1134a2cb7e6535e87786
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41,2026-04-20 04:34:41,False,37,CCU - BLR,2026-04-20,3,Up to 90 min,Short duration under 45 minutes,True,356ed09808a20efa9f6b
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41,2026-04-20 06:55:41,False,180,HYD - DEL,2026-04-20,3,91 to 180 min,,False,08f973dbff2b3063633f
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41,2026-04-20 08:51:41,False,297,DEL - CCU,2026-04-20,3,181 to 300 min,,False,74f302b6ae84d5daf71b
AI150,Air India,BOM,DEL,2026-04-20 03:51:41,2026-04-20 04:38:41,False,47,BOM - DEL,2026-04-20,3,Up to 90 min,,False,44cadbe2998dd79d30de
AI189,Air India,CCU,DEL,2026-04-20 03:44:41,2026-04-20 05:32:41,False,108,CCU - DEL,2026-04-20,3,91 to 180 min,,False,d79133b65395a9d87268
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41,2026-04-20 06:47:41,False,193,CCU - BLR,2026-04-20,3,181 to 300 min,,False,39888adf22ceaa5c2187
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41,2026-04-20 08:06:41,False,279,BOM - DEL,2026-04-20,3,181 to 300 min,,False,db998dd5713565106414
AI205,Air India,BLR,BOM,2026-04-20 03:26:41,2026-04-20 05:14:41,False,108,BLR - BOM,2026-04-20,3,91 to 180 min,,False,5c7e0fbecadeb0e0ab89
AI103,Air India,BLR,BOM,2026-04-20 03:26:41,2026-04-20 04:04:41,False,38,BLR - BOM,2026-04-20,3,Up to 90 min,Short duration under 45 minutes,True,09a4f7dc1048667c9b3c
6F250,IndiGo,DEL,BLR,2026-04-20 03:26:41,2026-04-20 07:30:41,False,244,DEL - BLR,2026-04-20,3,181 to 300 min,,False,2f24dea02f87825b83cd
AI246,Air India,BOM,BLR,2026-04-20 03:22:41,2026-04-20 06:41:41,False,199,BOM - BLR,2026-04-20,3,181 to 300 min,,False,6a2de390085bdb620b9a
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41,2026-04-20 07:37:41,False,258,BOM - MAA,2026-04-20,3,181 to 300 min,,False,591a25e36b87f093c83d
AI082,Air India,DEL,CCU,2026-04-20 03:19:41,2026-04-20 06:01:41,False,162,DEL - CCU,2026-04-20,3,91 to 180 min,,False,38556332ac1c55f92f71
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41,2026-04-20 07:06:41,False,228,CCU - BOM,2026-04-20,3,181 to 300 min,,False,f6bf3d36a1c227580326
SJ169,Spicejet,BOM,MAA,2026-04-20 03:10:41,2026-04-20 07:56:41,False,286,BOM - MAA,2026-04-20,3,181 to 300 min,,False,9679c123e8bd320e74e3
AI175,Air India,BOM,HYD,2026-04-20 03:08:41,2026-04-20 06:55:41,False,227,BOM - HYD,2026-04-20,3,181 to 300 min,,False,f5aea88b978e28dc3a6c
SJ098,Spicejet,HYD,MAA,2026-04-20 03:02:41,2026-04-20 03:37:41,False,35,HYD - MAA,2026-04-20,3,Up to 90 min,Short duration under 45 minutes,True,f2cfb7a31803aa5eb183
SJ191,Spicejet,BLR,BOM,2026-04-20 03:01:41,2026-04-20 04:23:41,False,82,BLR - BOM,2026-04-20,3,Up to 90 min,,False,859316e03241904645df
SJ017,Spicejet,DEL,MAA,2026-04-20 02:57:41,2026-04-20 05:00:41,False,123,DEL - MAA,2026-04-20,2,91 to 180 min,,False,6aee1fc7e2306d7cacf3
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41,2026-04-20 03:44:41,False,49,MAA - BLR,2026-04-20,2,Up to 90 min,,False,4a3627ef34296fb1ae29
AI196,Air India,MAA,HYD,2026-04-20 02:52:41,2026-04-20 04:25:41,False,93,MAA - HYD,2026-04-20,2,91 to 180 min,,False,6e14a8a9ade298d3bb71
AI068,Air India,BOM,BLR,2026-04-20 02:48:41,2026-04-20 04:48:42,False,120,BOM - BLR,2026-04-20,2,91 to 180 min,,False,1192d44533ef3aa55b25
SJ097,Spicejet,BOM,CCU,2026-04-20 02:37:41,2026-04-20 05:27:41,False,170,BOM - CCU,2026-04-20,2,91 to 180 min,,False,8423013ff6b65d2a5543
SJ030,Spicejet,DEL,HYD,2026-04-20 02:36:41,2026-04-20 03:19:41,False,43,DEL - HYD,2026-04-20,2,Up to 90 min,Short duration under 45 minutes,True,80133d271f64aed6c6f2
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41,2026-04-20 06:40:41,False,255,HYD - MAA,2026-04-20,2,181 to 300 min,,False,2ba2275bd7fafe244448
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41,2026-04-20 04:57:41,False,154,MAA - BOM,2026-04-20,2,91 to 180 min,,False,687ccab0d3e45f721d9f
6F250,IndiGo,CCU,BLR,2026-04-20 02:23:41,2026-04-20 02:56:41,False,33,CCU - BLR,2026-04-20,2,Up to 90 min,Short duration under 45 minutes,True,5371c35f7fa6ea88a551
SJ057,Spicejet,BOM,CCU,2026-04-20 02:17:41,2026-04-20 05:29:41,False,192,BOM - CCU,2026-04-20,2,181 to 300 min,,False,3e00804979e75304d832
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41,2026-04-20 06:57:41,False,283,CCU - BLR,2026-04-20,2,181 to 300 min,,False,903fd5724ec72fe118cc
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41,2026-04-20 06:49:41,False,280,CCU - BOM,2026-04-20,2,181 to 300 min,,False,c22961c19b1679d3a365
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41,2026-04-20 06:08:41,False,239,CCU - DEL,2026-04-20,2,181 to 300 min,,False,47a872bab53932ae113b
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41,2026-04-20 04:25:41,False,142,HYD - MAA,2026-04-20,2,91 to 180 min,,False,b8334618fcfb0d514266
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41,2026-04-20 06:37:41,False,277,BOM - BLR,2026-04-20,2,181 to 300 min,,False,90ae4928ac33143bdb80
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41,2026-04-20 06:04:41,False,253,DEL - BLR,2026-04-20,1,181 to 300 min,,False,0b1658e0f40524310e50
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41,2026-04-20 05:28:41,False,224,DEL - BLR,2026-04-20,1,181 to 300 min,,False,99306e3c50f4f80cd997
AI009,Air India,DEL,CCU,2026-04-20 01:31:41,2026-04-20 04:05:41,False,154,DEL - CCU,2026-04-20,1,91 to 180 min,,False,4aa3c5f55c5dad6031bb
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41,2026-04-20 05:08:41,False,221,DEL - BLR,2026-04-20,1,181 to 300 min,,False,749233d60f913d079727
AI051,Air India,MAA,BLR,2026-04-20 01:27:41,2026-04-20 02:22:41,False,55,MAA - BLR,2026-04-20,1,Up to 90 min,,False,3a5f9a5961fde6e66618
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41,2026-04-20 02:57:41,False,95,BOM - CCU,2026-04-20,1,91 to 180 min,,False,59508ca5eac16b3ecfae
SJ127,Spicejet,BOM,DEL,2026-04-20 01:21:41,2026-04-20 03:58:41,False,157,BOM - DEL,2026-04-20,1,91 to 180 min,,False,2c93d1e1746481043929
AI226,Air India,BLR,HYD,2026-04-20 01:19:41,2026-04-20 04:08:41,False,169,BLR - HYD,2026-04-20,1,91 to 180 min,,False,b9d3e30e7b62e7fc57a1
AI216,Air India,BOM,CCU,2026-04-20 01:10:41,2026-04-20 02:34:41,False,84,BOM - CCU,2026-04-20,1,Up to 90 min,,False,087ea4a2b4d91f4558c8
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41,2026-04-20 03:33:41,False,149,BOM - CCU,2026-04-20,1,91 to 180 min,,False,65ccbed2981016ec8e13
SJ207,Spicejet,DEL,CCU,2026-04-20 00:52:41,2026-04-20 04:05:41,False,193,DEL - CCU,2026-04-20,0,181 to 300 min,,False,1d2f20ccb8a407048d28
SJ198,Spicejet,CCU,BOM,2026-04-20 00:47:41,2026-04-20 05:28:41,False,281,CCU - BOM,2026-04-20,0,181 to 300 min,,False,3a3e99eb93f235dbad01
SJ108,Spicejet,BLR,HYD,2026-04-20 00:40:41,2026-04-20 03:16:41,False,156,BLR - HYD,2026-04-20,0,91 to 180 min,,False,2426df12f1892eba0203
SJ155,Spicejet,DEL,CCU,2026-04-20 00:38:41,2026-04-20 05:38:41,False,300,DEL - CCU,2026-04-20,0,181 to 300 min,,False,b27e21cba9e7e9e77f3f
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41,2026-04-20 02:32:41,False,118,BOM - MAA,2026-04-20,0,91 to 180 min,,False,4605fa3b63ee7ad6f2e2
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41,2026-04-20 04:14:41,False,235,BLR - BOM,2026-04-20,0,181 to 300 min,,False,db5f9d2434bdcee17176
AI102,Air India,CCU,BLR,2026-04-20 00:17:41,2026-04-20 05:08:41,False,291,CCU - BLR,2026-04-20,0,181 to 300 min,,False,889baaa90a3ad532c87f
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41,2026-04-20 04:33:41,False,270,BOM - CCU,2026-04-20,0,181 to 300 min,,False,a6dcd615d2e04a34644b
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41,2026-04-20 03:18:41,False,202,BLR - BOM,2026-04-19,23,181 to 300 min,,False,f8c6c99abcaec902efdb
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41,2026-04-20 03:44:41,False,231,DEL - BLR,2026-04-19,23,181 to 300 min,,False,aa60e02970bcf5f9f6dd
AI234,Air India,BOM,MAA,2026-04-19 23:50:41,2026-04-20 01:34:41,False,104,BOM - MAA,2026-04-19,23,91 to 180 min,,False,27292dfe7936862afffb
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41,2026-04-20 01:43:41,False,113,HYD - DEL,2026-04-19,23,91 to 180 min,,False,c1cd00116afce247e2d7
6F272,IndiGo,HYD,MAA,2026-04-19 23:35:41,2026-04-20 00:22:41,False,47,HYD - MAA,2026-04-19,23,Up to 90 min,,False,d84337c1b11c4c57e801
AI061,Air India,BOM,CCU,2026-04-19 23:31:41,2026-04-20 01:02:41,False,91,BOM - CCU,2026-04-19,23,91 to 180 min,,False,9661644091076ee2a2d1
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41,2026-04-20 02:24:41,False,181,HYD - DEL,2026-04-19,23,181 to 300 min,,False,63678e2c897996a5643d
AI015,Air India,BLR,CCU,2026-04-19 23:21:41,2026-04-20 01:15:41,False,114,BLR - CCU,2026-04-19,23,91 to 180 min,,False,28c2d24fab7a01352ddc
SJ076,Spicejet,DEL,MAA,2026-04-19 23:01:41,2026-04-20 02:02:41,False,181,DEL - MAA,2026-04-19,23,181 to 300 min,,False,f22d231b2a3ef8b4fac1
SJ029,Spicejet,HYD,DEL,2026-04-19 22:55:41,2026-04-20 00:22:41,False,87,HYD - DEL,2026-04-19,22,Up to 90 min,,False,c43ade1a43518d98afb9
SJ194,Spicejet,CCU,DEL,2026-04-19 22:46:41,2026-04-20 02:31:41,False,225,CCU - DEL,2026-04-19,22,181 to 300 min,,False,ef54036479c8bd00452d
AI235,Air India,BLR,HYD,2026-04-19 22:45:41,2026-04-20 02:12:41,False,207,BLR - HYD,2026-04-19,22,181 to 300 min,,False,4a1ac381040be1f03ef5
SJ048,Spicejet,MAA,BLR,2026-04-19 22:43:41,2026-04-20 00:19:41,False,96,MAA - BLR,2026-04-19,22,91 to 180 min,,False,136ab0e08e53b77d0dd7
SJ114,Spicejet,HYD,DEL,2026-04-19 22:42:41,2026-04-20 02:02:41,False,200,HYD - DEL,2026-04-19,22,181 to 300 min,,False,d653ecddb0bbe059068b
